"Lemma","POS","Freq"
"gift","VBZ",1742
"club","VBZ",1739
"jolt","NNS",1737
"cleanse","VBP",1734
"stream","VBP",1733
"bill","VBP",1732
"shock","JJ",1729
"rumble","VBZ",1725
"drill","VBP",1725
"riot","VBG",1717
"meatball","NN",1717
"hat","VBZ",1716
"garden","VBZ",1716
"index","VBD",1715
"whitewash","VB",1713
"hillfort","NN",1713
"patch","VBD",1709
"boom","VBG",1705
"con","RB",1701
"rumble","VBN",1699
"divorce","VBZ",1696
"crunch","VB",1696
"clash","VBP",1695
"truck","VBN",1691
"gamble","VBN",1691
"color","VBP",1690
"monsoon","NNS",1688
"omelette","NNS",1684
"mine","VBZ",1684
"shindig","NN",1680
"prize","VBP",1675
"clash","VBZ",1669
"afro","NN",1664
"rumble","VB",1661
"band","VBD",1659
"low","VB",1658
"chipper","JJ",1657
"needle","VBG",1653
"sinkhole","NNS",1652
"refutation","NNS",1652
"militarist","NN",1652
"film","VBP",1650
"crunch","VBN",1650
"plaster","VBD",1649
"mandate","VBP",1647
"gamble","NNS",1647
"muse","VB",1644
"flip-flop","NN",1640
"campaign","VBP",1637
"wreck","VBZ",1635
"slope","VBD",1633
"corner","VBD",1633
"enigma","NNS",1629
"tweak","VBP",1628
"right","VBN",1628
"hose","VB",1627
"wobble","VBD",1626
"thread","VBP",1624
"experiment","VBP",1624
"egg","VBG",1624
"overspend","VBP",1623
"kickstarter","NN",1620
"flap","VBD",1619
"lister","NN",1609
"bank","VBP",1606
"tool","VBN",1605
"cropper","NN",1605
"con","VBZ",1605
"farm","VBP",1600
"bubble","VBN",1598
"club","VBN",1595
"stack","VBD",1591
"wrangle","VB",1590
"rave","VBP",1589
"hose","VBG",1588
"mullah","NN",1585
"excuse","VBP",1585
"torch","VBG",1584
"bench","VBN",1581
"course","VBN",1580
"index","VBZ",1577
"club","VB",1576
"retriever","NNS",1575
"winter","VB",1573
"rave","VBZ",1572
"game","VBN",1571
"contest","VBZ",1565
"pain","VBN",1564
"honey","VB",1562
"squabble","VBG",1557
"machine","VBD",1552
"binge","NNS",1544
"hole","VBP",1542
"site","VBP",1541
"scrap","VBZ",1540
"garrison","VBN",1538
"drill","VBZ",1533
"rally","VBP",1530
"job","VBG",1529
"sin","VBZ",1528
"bitch","VBP",1523
"telescope","VBG",1519
"strop","NN",1518
"feast","VBN",1516
"venture","VBZ",1515
"jolt","VB",1515
"deck","VB",1514
"preservationist","NNS",1511
"goop","NN",1511
"conflict","VBD",1509
"deck","VBD",1508
"station","VBG",1507
"father","VB",1506
"board","VBZ",1503
"tweak","VBZ",1501
"poll","JJ",1501
"breakup","NNS",1497
"upgrade","RB",1496
"derby","NNS",1496
"purge","VBD",1493
"hose","VBZ",1489
"cycle","VBZ",1487
"paper","VBN",1485
"hole","VB",1484
"rant","VBZ",1482
"bubble","VBD",1481
"harlot","NNS",1479
"curry","VBN",1479
"jolt","VBD",1478
"chair","VBP",1478
"refit","VBD",1473
"peak","VBZ",1471
"blog","NNS",1470
"group","VBP",1469
"hole","VBG",1467
"dog","VBP",1463
"needle","VBZ",1461
"plaster","VB",1458
"misfire","VBZ",1450
"machine","VB",1447
"drug","VBD",1445
"parachute","VB",1437
"catalogue","VBD",1436
"slur","VBG",1434
"mistranslation","NN",1434
"roof","VB",1431
"prostitute","VBN",1431
"woodburner","NN",1427
"torch","VBD",1427
"shootout","NNS",1419
"nap","VBN",1418
"grizzly","NN",1418
"shutdown","VB",1417
"wedge","VBD",1416
"squall","NNS",1413
"chant","VBZ",1412
"turnaround","NNS",1410
"accent","VB",1410
"rip-off","NNS",1409
"pivot","VBN",1406
"bully","VBP",1405
"prick","VBD",1404
"APC","NN",1404
"advantage","VBZ",1403
"hill","VB",1400
"stunt","VB",1397
"fantasy","VB",1395
"fart","VB",1394
"eye","VB",1392
"birther","NN",1388
"bag","VBZ",1388
"beach","VB",1386
"blast","VBP",1385
"buffet","VBG",1384
"sport","VBN",1383
"piece","VBD",1379
"sulk","VB",1378
"boner","NN",1378
"barrel","VBN",1375
"trick","VBP",1371
"PPP","NNS",1370
"bridge","VBP",1369
"root","VBD",1366
"retreat","VBP",1364
"tent","VBZ",1358
"loop","VBP",1358
"FPS","NNS",1356
"bash","VBP",1355
"worm","VB",1354
"field","VBP",1349
"rant","VBN",1347
"motor","JJ",1347
"sky","VB",1346
"gazebo","NNS",1346
"fixation","NNS",1343
"trickster","NNS",1342
"bender","NNS",1342
"wrangle","NN",1341
"sandstorm","NN",1341
"domestic","NN",1340
"skin","VBD",1338
"dish","VBP",1336
"con","VBD",1336
"trip","VBP",1333
"mallet","NNS",1333
"arch","VBN",1333
"retail","NNS",1331
"blowjob","NN",1331
"lexicon","NNS",1330
"web","VBG",1329
"calendar","VBG",1329
"shocker","NNS",1328
"silver","VBN",1326
"centre","VBG",1325
"symbol","VBZ",1322
"core","VBN",1321
"hill","VBZ",1317
"rainstorm","NNS",1316
"intrigue","VBG",1316
"hood","VBN",1315
"put-down","NN",1314
"squeeze","NNS",1312
"pin","VBP",1312
"swap","VBZ",1311
"bomb","VBP",1311
"station","VB",1303
"water","VBZ",1301
"sub","VBZ",1293
"ramp","VBZ",1292
"pander","VBZ",1288
"father","VBZ",1287
"panic","VBZ",1285
"miscalculation","NNS",1283
"biennial","NN",1279
"crash","VBP",1278
"condition","VBP",1278
"bike","VBP",1277
"hypocrisy","NNS",1276
"boss","VB",1274
"crab","VBG",1273
"pepper","VBP",1271
"cramp","VB",1271
"club","VBD",1270
"slope","VB",1269
"rally","VBZ",1268
"rumble","VBP",1267
"FMA","NP",1263
"hugger","NN",1261
"feast","VBP",1261
"anticlimax","NN",1260
"sulk","NN",1257
"headline","VBZ",1257
"bug","VBP",1254
"defeat","VBP",1250
"earmark","VBG",1248
"rumble","NNS",1247
"marketing","JJ",1247
"tax","VBP",1246
"boss","VBG",1242
"blunder","VBD",1242
"cauldron","NNS",1241
"breach","VBP",1240
"blowout","NNS",1236
"troll","VBZ",1233
"pander","VBP",1233
"wheel","VBP",1230
"fiesta","NNS",1224
"altercation","NNS",1223
"taxi","VBG",1221
"fair","VB",1219
"extravaganza","NNS",1219
"cloud","VBD",1219
"meltdown","JJ",1217
"letdown","NNS",1217
"lobby","VBP",1210
"ha-ha","NN",1209
"chain","VBP",1203
"worm","VBD",1199
"scrounger","NN",1196
"cave","VBZ",1194
"contest","VBP",1192
"adventure","VB",1190
"holiday","VBP",1189
"bench","VB",1187
"wedge","VBG",1184
"crane","VBG",1184
"word","VBD",1183
"word","VBG",1181
"torch","VB",1180
"sandwich","VBD",1180
"ball","VBZ",1179
"diet","VBZ",1174
"relapse","VBD",1170
"package","VBP",1169
"factor","VBD",1167
"iron","VBD",1165
"cliffhanger","NNS",1165
"bodge","VB",1164
"zone","VBZ",1162
"raid","VBP",1160
"oil","VB",1159
"pictogram","NNS",1157
"dual","NN",1157
"pivot","VBZ",1155
"climax","VB",1154
"tool","VBG",1153
"slaughter","VBP",1152
"bench","VBG",1151
"culture","VB",1148
"finale","NNS",1147
"school","VBZ",1146
"feast","VBD",1146
"pedal","VBZ",1144
"knife","VBZ",1143
"class","VBD",1143
"ball","VBG",1141
"article","VBZ",1139
"piece","VBZ",1137
"job","VBZ",1136
"hedge","VBD",1136
"dog","VBD",1136
"bush","VBZ",1136
"oil","VBD",1134
"chipper","NN",1131
"sentence","VBZ",1129
"riddle","VBD",1129
"motor","VB",1128
"vacation","VB",1125
"non-sequitur","NN",1122
"tattoo","VB",1121
"instrument","VBN",1118
"pain","VBP",1116
"package","VBD",1113
"flap","VBZ",1113
"climax","VBG",1111
"scramble","VBZ",1108
"betta","NNS",1105
"paper","VBG",1103
"mother","VBZ",1100
"mortgage","VBG",1100
"church","VBZ",1099
"audio","NNS",1098
"parade","VBP",1096
"compromise","VBP",1092
"slump","VB",1091
"haven","VBP",1090
"heatwave","NNS",1087
"ball","VBN",1087
"wobble","VBZ",1086
"supervillain","NN",1085
"desert","VBZ",1085
"cow","VB",1083
"slug","VB",1081
"hack","VBP",1080
"jam","VBZ",1079
"remap","VB",1078
"exchange","VBZ",1077
"look-up","NN",1076
"bubble","VBP",1073
"cave","VBP",1070
"hugger","NNS",1067
"weekend","VBZ",1065
"hammer","VBP",1064
"debacle","NNS",1063
"knife","VBN",1062
"saw","VBD",1061
"parade","VBZ",1059
"card","VBG",1046
"essay","VBZ",1042
"misuse","NNS",1038
"budget","VBP",1038
"whitey","NN",1037
"disorder","VBD",1036
"panic","VBP",1034
"brand","VBP",1034
"bitch","VBZ",1034
"stupidity","NNS",1033
"profile","VBP",1033
"militarist","NNS",1032
"auction","VBD",1032
"imbroglio","NN",1026
"cataclysm","NNS",1026
"riff","VBZ",1023
"pepper","VBZ",1023
"taxi","VB",1022
"sprint","VBZ",1019
"occasion","VBG",1017
"mother","VB",1016
"moisturiser","NNS",1015
"buffet","VB",1015
"sub","VBD",1014
"roof","VBD",1010
"winter","VBN",1009
"rag","VBG",1009
"honey","NNS",1009
"bike","VBD",1009
"woo","VBD",1008
"shithole","NN",1006
"put-down","NNS",1003
"cage","VBG",1003
"sander","NNS",999
"ball","VB",999
"drug","VB",998
"rush","JJ",997
"olympics","NN",997
"femme","NNS",995
"beach","VBZ",995
"item","VBZ",994
"condition","VBD",994
"ground","JJR",993
"bash","VBZ",991
"fair","VBN",990
"crash","JJ",989
"alibi","NNS",989
"slaughter","NNS",988
"can","VBD",982
"hunch","VBD",978
"gridlock","VBN",978
"sprint","VBN",976
"word","VBP",973
"table","VBZ",973
"boss","VBP",972
"dolly","NNS",971
"retail","VBN",970
"torte","NN",968
"disputation","NNS",968
"hairball","NN",967
"bust","VBZ",967
"troll","VBN",965
"hillfort","NNS",963
"item","VB",962
"flip-flop","JJ",960
"skyline","NNS",955
"ambush","VBG",955
"letter","VBZ",954
"devaluation","NNS",954
"wrangle","NNS",953
"pain","VBD",953
"farce","NNS",953
"detour","VB",952
"network","VBP",951
"cramp","VBD",948
"slur","VBD",940
"panel","VBZ",940
"accent","VBZ",938
"adventure","VBZ",935
"corner","VBZ",934
"cock-up","NNS",930
"occasion","VBZ",929
"compromise","JJ",929
"plug-in","NP",928
"bag","VBP",928
"row","VBZ",926
"committee","VBZ",926
"prostitute","VB",924
"plug-in","JJ",922
"nerf","NN",921
"arch","VB",920
"lobby","VBZ",916
"knife","VB",914
"ram","VBZ",912
"belt","VBZ",909
"egg","VB",906
"raid","VBZ",905
"flag","VBP",905
"prize","VBD",902
"cage","VBZ",902
"woo","VBZ",900
"nitwit","NN",900
"jam","VBP",900
"fair","VBG",900
"overspend","VBN",895
"star","VBP",893
"dual","NNS",893
"sprint","VBP",892
"down","VBZ",891
"boss","VBN",891
"crane","VBD",889
"collapse","VBP",889
"toast","VBP",888
"pivot","VBD",888
"remedy","VBZ",887
"paper","VBZ",887
"core","VBZ",886
"bodge","VBN",886
"cake","VB",885
"war","VBP",883
"record","JJ",882
"MMORPG","NN",881
"rift","VBG",880
"pleasure","VBG",879
"letter","VBD",878
"muse","VBN",877
"showdown","NNS",876
"brief","VBZ",873
"blackout","VBP",873
"season","VBZ",872
"boycott","VBP",872
"lode","NNS",870
"class","VBG",869
"carbuncle","NN",869
"whack","VBZ",867
"wall","VBD",865
"cut","JJ",864
"climax","VBD",864
"blunder","VBN",863
"clusterfuck","NN",862
"article","VBN",861
"hedge","VBP",860
"program","VBZ",858
"gerrymander","VBN",856
"retail","VBP",853
"bone","VBZ",852
"right","VBD",850
"stunt","VBZ",849
"sandwich","VBG",849
"outfit","VBD",849
"cover-up","VB",848
"tie-breaker","NN",846
"pipeline","VBG",846
"zone","VBD",845
"purge","VBZ",844
"prick","VBP",844
"disproportionality","NN",842
"slug","VBD",841
"job","VBP",841
"fair","VBZ",841
"occasion","VBP",836
"ufo","NN",833
"palm","VBG",832
"wreck","VBP",831
"slaughter","VBZ",830
"pleasure","VBP",830
"mitigation","NNS",829
"pillar","VBN",828
"bias","VBZ",828
"punch-up","NN",826
"panel","VBG",826
"climax","VBZ",826
"post-mortem","NNS",825
"fiddle","VBP",825
"cage","VB",825
"stereotype","VBZ",823
"fair","VBD",823
"blunder","VB",822
"low","VBG",820
"ballpark","NNS",820
"gamble","VBP",818
"taxi","VBD",814
"right","VBZ",814
"storm","VBP",812
"maniac","JJ",812
"tape","VBZ",811
"sheet","VBN",811
"motor","VBZ",811
"telescope","VBZ",810
"troll","VBP",809
"holocaust","NNS",809
"curry","VBG",808
"bodge","VBP",804
"whopper","NNS",803
"palm","VBN",803
"diet","VBP",803
"barrel","VBD",802
"drug","VBZ",801
"prostitute","VBG",798
"cut-and-paste","NN",798
"chip","VBZ",798
"accent","VBG",798
"choke","VBP",797
"accent","VBD",797
"reshuffle","VBN",795
"preservationist","NN",795
"piece","VBP",795
"beanstalk","NN",795
"ruse","NNS",794
"program","VBN",792
"anger","NNS",792
"wobble","VBN",790
"mortgage","VBD",789
"pander","VBN",785
"shitstorm","NN",782
"hike","VBZ",782
"riot","VBD",781
"club","VBP",781
"ramp","VBP",780
"rag","VBN",779
"plymouth","NN",778
"nitwit","NNS",777
"climax","VBN",775
"web","VBN",771
"skin","VBP",771
"rake","VBP",771
"invective","NNS",771
"riff","VB",770
"phage","NNS",765
"perch","VBZ",765
"mother","VBP",764
"knife","VBG",763
"reform","VBZ",762
"needle","VB",762
"game","VBP",762
"wall","VBZ",761
"palm","VBD",759
"intention","VBN",759
"dust-up","NN",758
"sheet","VBG",756
"experiment","VBZ",756
"breakfast","VBG",756
"essay","VB",755
"bush","VB",755
"sky","VBZ",753
"clean-up","NNS",753
"card","VBP",753
"blister","VB",752
"rag","VB",751
"plane","VBD",751
"paper","JJ",751
"litigation","NNS",751
"eye","VBP",751
"earmark","VBD",749
"basilica","NNS",749
"alert","VBP",749
"flight","VB",748
"cut-and-paste","JJ",747
"sunburn","NNS",746
"pictogram","NN",744
"biennial","NNS",743
"tattoo","VBZ",741
"slap","RB",741
"potluck","NNS",739
"nest","VBZ",739
"case","VBD",737
"tent","VBG",736
"puzzle","VBP",736
"calendar","VBZ",735
"threat","VBZ",733
"flap","VBN",732
"cake","VBD",732
"whistler","NN",731
"string","VBP",731
"irony","JJ",731
"cure","VBP",729
"parachute","VBD",728
"budget","VBD",727
"bollocking","NN",727
"metal","VB",725
"slope","VBP",721
"wobble","VBP",720
"tent","VB",720
"father","VBP",720
"misuse","VBZ",714
"bash","NNS",713
"sandwich","VB",710
"riot","VBN",709
"garden","VBP",709
"squabble","VB",708
"hose","VBD",708
"sandstorm","NNS",706
"gem","VBZ",706
"boss","VBD",706
"phone-in","NNS",702
"catalogue","VBP",701
"queue","VBZ",699
"mitzvah","NNS",699
"cage","VBD",697
"winter","VBD",696
"wedge","VBZ",696
"DVR","NN",696
"meddle","VBN",694
"article","VB",692
"winter","VBZ",689
"prick","VBZ",689
"viking","JJ",688
"default","VBP",688
"reshuffle","VB",683
"crunch","VBZ",683
"clutter","VBP",678
"shit","VBZ",677
"burka","NNS",677
"raffle","VBN",675
"intrigue","VBP",675
"frame-up","NN",674
"boondoggle","NNS",672
"rake","VBZ",671
"ball","VBD",671
"sell-out","NNS",666
"egg","VBZ",665
"slasher","NNS",663
"RPV","NP",661
"nap","VBD",661
"conflagration","NNS",660
"sheet","VBZ",659
"case","VBP",659
"tamale","NN",658
"refit","NNS",658
"huff","VB",658
"app","RB",655
"lasciviousness","NN",652
"breakfast","VBZ",647
"school","VBP",646
"harlot","JJ",646
"budget","VBZ",642
"beatdown","NN",642
"people","VBG",641
"brunch","NNS",637
"stitch-up","NN",635
"clamp","VBP",635
"app","VBD",635
"patch","VBP",634
"page","VBD",634
"compound","VBP",634
"beach","VBD",634
"row","VBP",633
"mashup","NNS",632
"helter-skelter","JJ",631
"slump","VBZ",630
"perch","VBP",629
"escarpment","NNS",629
"tank","VBP",628
"app","VBP",627
"whack","NNS",624
"shot","JJ",623
"fart","VBD",623
"breakfast","VBD",622
"pipeline","VBN",621
"sentence","VBP",616
"fart","VBP",616
"card","VB",616
"motor","VBN",615
"culture","VBD",614
"tool","VBP",612
"raffle","VB",612
"quickfire","NN",609
"remedy","VBD",607
"network","VBZ",607
"culture","VBZ",607
"sovereignty","NNS",603
"essay","VBD",603
"bond","VBP",603
"keystone","NNS",601
"desert","VBP",601
"slur","VB",600
"hedge","VBZ",598
"sulk","VBD",596
"garrison","VB",596
"cow","VBZ",596
"zone","VBP",595
"riddle","VBG",595
"look-up","JJ",595
"knob","VBZ",595
"gift","VBP",595
"lesson","VB",594
"holiday","VBN",591
"hairball","NNS",589
"space","VBP",587
"relapse","VBP",587
"fest","JJS",586
"egg","VBD",585
"tool","VB",584
"honey","VBP",583
"non-competition","NN",582
"anger","VBP",580
"ram","VBP",579
"sandwich","VBZ",578
"boss","VBZ",578
"facepalm","NN",577
"woo","VBP",576
"troll","VBD",575
"chip","VBP",575
"sulk","NNS",574
"firebreak","NN",574
"beach","VBG",574
"skin","VBZ",573
"outfit","VBZ",572
"lister","NNS",571
"catfight","NN",571
"crane","VBN",570
"prank","VBG",568
"tool","VBD",564
"paper","VB",561
"mistranslation","NNS",561
"hunch","VBG",561
"streak","VBZ",560
"app","VBN",559
"scheme","VBD",558
"decider","NNS",557
"wiki","JJ",554
"torch","VBZ",554
"coverup","NNS",552
"plugin","JJ",550
"fiddle","VBZ",549
"course","VBP",548
"mismatch","VBG",547
"smasher","NN",546
"scheme","VBP",546
"retail","VBD",546
"breakfast","VBN",546
"misfire","VBN",545
"slug","VBZ",544
"perfume","VBD",544
"hoax","VBN",543
"corner","VBP",543
"riddle","VB",540
"muse","VBP",537
"boss","JJ",537
"rag","VBD",536
"stereotype","VBP",535
"mound","VBN",534
"case","VB",534
"bruise","VBZ",534
"belt","VBP",534
"riot","VBZ",533
"deck","VBZ",533
"retrograde","VB",532
"misfire","VBD",532
"jape","NN",532
"meddle","VBP",531
"summation","NNS",530
"sulk","VBZ",530
"truck","VBG",527
"squall","VBG",526
"detour","VBN",526
"streak","VB",525
"whoredom","NN",524
"upgrade","VBP",524
"flap","VBP",524
"mound","VBG",523
"bitch","VBD",523
"boom","VBZ",520
"gamble","VBZ",517
"fart","VBZ",517
"shtick","NP",515
"overspend","VBZ",515
"deluge","NNS",515
"bike","VBN",515
"overbite","NN",513
"saw","VBZ",512
"shark","VBG",511
"prize","VBG",509
"jape","NNS",509
"essay","VBN",509
"beach","VBP",508
"cramp","VBZ",507
"item","VBP",506
"ripper","NNS",504
"worm","VBZ",502
"telescope","VBN",502
"table","VBP",502
"bot","VB",502
"smokescreen","NNS",501
"whore","VB",500
"ridge","VB",498
"people","VBD",497
"hat","VBP",497
"haggle","VBP",497
"flute","VBN",497
"course","VBD",496
"sky","VBP",495
"pedal","VBP",495
"blister","VBZ",495
"scheme","VBN",494
"crosse","NN",494
"crane","VB",494
"holiday","VBD",493
"flip-flop","VBG",492
"earth","VBP",490
"monthly","NNS",488
"pander","VBD",487
"index","VBP",487
"shark","VBZ",486
"superstring","NN",485
"scheme","VB",484
"boom-and-bust","NN",484
"money-spinner","NN",482
"flight","VBN",482
"pyramid","VB",481
"fundamentalism","NNS",481
"season","VBD",480
"whitewash","VBD",478
"piss","NNS",478
"crab","VBZ",478
"clutter","VBZ",478
"truck","VBD",477
"shoot-em-up","NN",477
"nap","VBZ",477
"detour","VBD",477
"waterbed","NN",476
"stomachache","NN",476
"prank","VB",476
"firestorm","NNS",475
"alien","VBZ",475
"down","VB",474
"jeremiad","NN",471
"bitch","VBN",471
"reform","VBP",470
"roof","VBG",469
"content","VBG",469
"split","JJ",466
"outfit","VBP",466
"slump","VBP",465
"snack","VBP",464
"hex","VBP",464
"scrap","VBP",462
"meddle","VBZ",462
"ribbon","VB",461
"iron","VBZ",461
"app","VBG",460
"accent","VBP",460
"jolt","VBZ",459
"core","VBD",459
"job","VB",458
"slugger","NNS",456
"rag","VBZ",456
"habit","VBZ",456
"huff","VBN",454
"carbuncle","NNS",454
"bike","VBZ",454
"pedal","VBD",453
"clutter","VBD",453
"silver","VBG",452
"mismatch","VBD",452
"blackout","RB",452
"shock","VBP",450
"toast","VBZ",449
"tear-jerker","NN",449
"whore","VBZ",448
"vacation","VBP",448
"truck","VBP",448
"pleasure","VBZ",446
"isopod","NNS",446
"chord","VBZ",445
"flute","VB",444
"disorder","VB",444
"reshuffle","VBG",443
"surprise","VBP",442
"mix-up","NNS",442
"chipper","NNS",440
"crunch","VBP",439
"bench","VBZ",439
"arch","JJR",439
"story","VBP",437
"haggle","VBD",437
"extreme","JJS",437
"culture","VBP",437
"chinook","NNS",437
"anticyclone","NN",437
"hood","VBG",435
"tweaker","NN",434
"truck","VB",434
"blister","VBD",434
"hazard","VBP",432
"threat","VBG",431
"truck","VBZ",430
"core","VB",430
"gyratory","NN",428
"wrangle","VBN",427
"season","VBP",427
"detour","VBG",427
"tent","VBP",426
"wrangle","VBD",425
"uncontainable","JJ",424
"peak","VBP",424
"perfume","VB",423
"viking","VBG",422
"nap","VBP",422
"drug","VBP",422
"adventure","VBP",421
"winter","VBP",420
"pivot","VBP",419
"artifacting","NN",418
"oil","VBZ",416
"alien","VB",415
"saving","JJ",414
"earmark","VBP",414
"station","VBZ",413
"hat","VB",412
"whore","VBP",410
"bias","VBP",410
"bench","VBD",410
"forest","VBZ",409
"bar","VBP",408
"reshuffle","VBD",405
"vacation","VBD",403
"whitey","NNS",402
"wall","VBP",402
"shootout","NP",402
"hoax","VBG",402
"self-promoter","NN",401
"poll","VBP",400
"knife","VBD",400
"hyperlink","VB",400
"paper","VBD",399
"bruise","VBP",399
"pyramid","VBG",398
"fart","VBN",398
"palm","VBZ",395
"riot","VBP",394
"flu","NNS",393
"company","VBZ",392
"cake","VBG",391
"woman","VB",390
"needle","VBN",389
"hood","VBD",389
"broadband","JJ",389
"advantage","VBD",387
"snowbank","NN",386
"fuck-up","NN",386
"raffle","VBG",385
"chain","VBZ",385
"blunder","VBZ",385
"slug","VBN",383
"flip-flop","VBN",383
"tattoo","VBP",382
"idolatry","NNS",382
"mast","VBN",380
"breakfast","VBP",380
"story","VB",379
"pain","VBG",379
"FPS","NN",379
"in-law","JJ",378
"essay","VBG",378
"PWC","NN",377
"purge","VBP",377
"hood","VB",377
"carve-up","NN",377
"haggle","VBN",376
"sauce","VB",374
"toothache","NNS",372
"refit","VBP",372
"garrison","VBD",371
"vacation","VBN",370
"disorder","VBZ",370
"hoo-hah","NN",369
"garden","VBN",368
"feeling","JJ",368
"overspend","VBD",367
"prostitute","VBZ",365
"squabble","VBP",364
"crab","VB",364
"witch","VBZ",363
"oxymoron","NNS",363
"boner","NNS",363
"party","JJR",362
"retail","RB",361
"witch","VB",359
"backlash","NNS",358
"tent","VBD",357
"mast","VB",357
"superstring","VBG",356
"strop","NNS",356
"feast","VBZ",356
"earth","VBD",356
"tongue-lashing","NN",355
"stunt","VBD",355
"whack","VBP",354
"cropper","NNS",354
"essay","VBP",353
"fantasy","VBP",352
"bone","VBD",351
"taxi","VBN",349
"shark","VB",348
"puddle","VBN",347
"ambush","VBP",346
"helter-skelter","NN",345
"summer","VB",344
"summer","VBG",343
"mashup","JJ",343
"diet","VBN",343
"hunch","VB",342
"comb-over","NN",342
"remedy","VBP",341
"cow","VBD",341
"Spruance","NP",340
"mother","VBN",339
"boycott","VBZ",339
"motor","VBP",338
"jihad","NNS",338
"bodge","VBG",337
"game","VBD",336
"meddle","VBD",335
"mast","VBZ",335
"homecoming","NNS",335
"fantasy","VBZ",335
"vacation","VBZ",334
"hose","VBP",334
"plane","VB",333
"hazard","VBZ",333
"cake","VBP",333
"telescope","VB",332
"perfume","VBZ",331
"hazard","VBG",331
"deluge","VBD",331
"saving","IN",328
"AO","NN",328
"prostitute","VBD",327
"orb","VBZ",326
"gyratory","JJ",326
"gracilis","NP",325
"sauce","VBN",324
"plane","JJ",323
"pedal","VBN",323
"article","VBG",320
"granddad","NNS",319
"station","VBP",317
"pleasure","VBN",317
"garrison","VBG",317
"course","VB",316
"nationalisation","NNS",315
"earth","VBZ",314
"bush","VBN",314
"reshuffle","NNS",313
"non-starter","NNS",313
"slug","VBP",312
"gerrymander","NN",310
"week","RB",309
"adware","JJ",309
"flamewar","NN",307
"broadband","VB",307
"understatement","NNS",306
"riff","VBD",305
"ball","VBP",305
"summer","VBZ",304
"flaw","VBZ",301
"fag","VBZ",301
"web","VBZ",300
"punch-up","NNS",300
"ambush","VBZ",300
"story","VBN",299
"hazard","VBN",299
"huff","VBZ",298
"blunder","VBP",296
"yoga","NNS",295
"worm","VBP",295
"whistler","NNS",295
"iron","VBP",295
"church","VBN",294
"deck","VBP",293
"buffet","VBD",292
"yacht","VBG",291
"plaster","VBP",291
"dinger","NN",291
"torch","VBP",290
"calendar","VB",290
"cage","VBP",290
"jeremiad","NNS",289
"goods","NN",289
"flash","JJR",289
"sulk","VBN",288
"bush","VBG",288
"retrograde","VBP",287
"flaw","VBD",287
"auction","VBZ",287
"conglomerate","JJ",286
"barrel","VB",286
"shipwreck","VBD",285
"retrograde","VBZ",285
"puddle","VBG",285
"climax","VBP",285
"bot","VBP",285
"plaster","VBZ",284
"hat","VBN",284
"slur","VBZ",283
"ridge","VBZ",283
"hazard","VBD",283
"rumor","VBZ",282
"machine","VBZ",282
"headline","VBP",282
"pneumonia","NNS",281
"mod","JJR",279
"hex","VBN",279
"machine","VBP",278
"letter","VB",278
"ridge","VBG",277
"pillow","VBZ",276
"dodo","NNS",275
"stomachache","NNS",274
"shutdown","VBP",274
"shindig","NNS",274
"hex","VBG",274
"company","VBP",274
"ridge","VBD",273
"puddle","VB",273
"piss-up","NN",272
"relapse","VBZ",271
"hoax","VB",271
"riddle","VBZ",270
"sandwich","VBP",269
"lesson","VBP",269
"phish","JJ",268
"church","VBP",268
"snack","VBD",267
"fisking","NN",266
"sheet","VB",265
"mess-up","NN",265
"sauce","VBP",263
"refinancing","NNS",263
"gerrymander","VB",263
"flip-flop","VBD",263
"bond","VBZ",263
"mast","VBP",262
"curry","VBD",262
"woman","VBP",261
"sauce","VBZ",261
"threat","VB",260
"contagion","NNS",260
"pilgrimage","VB",259
"knob","VB",258
"bodge","VBD",257
"hill","VBP",255
"capitalism","NNS",255
"bone","VBP",254
"wrangle","VBP",253
"taxi","VBP",253
"sulk","VBP",253
"riff","VBP",253
"huff","NNS",253
"deluge","VB",253
"roof","VBP",252
"palm","VBP",250
"brief","VBP",250
"whitewash","VBZ",247
"parachute","VBZ",247
"mindfuck","NN",246
"re-write","VBP",245
"double-team","NN",244
"pillow","VB",243
"cramp","VBP",243
"silver","VBD",242
"puddle","VBZ",242
"quake","VB",241
"blackout","VB",240
"con","VBP",239
"mound","VB",238
"witch","VBP",237
"mound","VBZ",237
"foul-up","NN",236
"fair","VBP",236
"curry","VBZ",235
"squabble","VBN",234
"souvlaki","NP",234
"mural","JJ",234
"email","NNS",234
"prank","VBZ",233
"oil","VBP",233
"mast","VBD",233
"knife","VBP",233
"whoredom","NNS",232
"article","VBP",232
"plane","VBZ",231
"habit","VB",231
"bank","VBZ",231
"symbol","VB",230
"rag","VBP",230
"pillow","VBN",230
"isopod","NN",230
"habit","VBN",230
"perfume","VBG",229
"malaprop","NN",229
"killing","JJ",229
"riddle","VBP",227
"invective","JJ",227
"detour","VBZ",227
"venture","JJ",226
"squabble","VBD",225
"booksigning","NN",225
"gunbarrel","NN",222
"stopper","VBN",221
"knob","VBN",221
"flip-flop","RB",221
"calendar","VBN",221
"thinking","NNS",219
"deluge","VBG",219
"hunch","VBZ",218
"ribbon","VBN",217
"fag","VBN",215
"smasher","NNS",214
"diet","VBD",214
"dolly","VB",213
"crane","VBZ",212
"yacht","VBZ",211
"raingear","NN",211
"nerf","VB",211
"foul-up","NNS",211
